run_id,model,dataset,dataset_name,dataset_path,request_rate,burstiness,num_prompts,micro_batch,max_model_len,host,port,pp_size,tp_size,dtype,seed
E28_M=4_s0,Qwen/Qwen2.5-3B,Astro-QA,custom,/workspace/DATASET/Astro-QA/Astro-QA_vllm_custom.jsonl,2.0,1.0,200,4,4096,127.0.0.1,8000,2,1,float16,0
E29_M=1_s0,Qwen/Qwen2.5-7B,Astro-QA,custom,/workspace/DATASET/Astro-QA/Astro-QA_vllm_custom.jsonl,2.0,1.0,200,1,4096,127.0.0.1,8000,2,1,float16,0
E29_M=2_s0,Qwen/Qwen2.5-7B,Astro-QA,custom,/workspace/DATASET/Astro-QA/Astro-QA_vllm_custom.jsonl,2.0,1.0,200,2,4096,127.0.0.1,8000,2,1,float16,0
E29_M=4_s0,Qwen/Qwen2.5-7B,Astro-QA,custom,/workspace/DATASET/Astro-QA/Astro-QA_vllm_custom.jsonl,2.0,1.0,200,4,4096,127.0.0.1,8000,2,1,float16,0
E30_M=1_s0,Qwen/Qwen2.5-14B,Astro-QA,custom,/workspace/DATASET/Astro-QA/Astro-QA_vllm_custom.jsonl,2.0,1.0,200,1,4096,127.0.0.1,8000,2,1,float16,0
E30_M=2_s0,Qwen/Qwen2.5-14B,Astro-QA,custom,/workspace/DATASET/Astro-QA/Astro-QA_vllm_custom.jsonl,2.0,1.0,200,2,4096,127.0.0.1,8000,2,1,float16,0
E30_M=4_s0,Qwen/Qwen2.5-14B,Astro-QA,custom,/workspace/DATASET/Astro-QA/Astro-QA_vllm_custom.jsonl,2.0,1.0,200,4,4096,127.0.0.1,8000,2,1,float16,0
E31_M=1_s0,Qwen/Qwen2.5-3B,Astro-QA,custom,/workspace/DATASET/Astro-QA/Astro-QA_vllm_custom.jsonl,2.0,0.5,200,1,4096,127.0.0.1,8000,2,1,float16,0
E31_M=2_s0,Qwen/Qwen2.5-3B,Astro-QA,custom,/workspace/DATASET/Astro-QA/Astro-QA_vllm_custom.jsonl,2.0,0.5,200,2,4096,127.0.0.1,8000,2,1,float16,0
E31_M=4_s0,Qwen/Qwen2.5-3B,Astro-QA,custom,/workspace/DATASET/Astro-QA/Astro-QA_vllm_custom.jsonl,2.0,0.5,200,4,4096,127.0.0.1,8000,2,1,float16,0
E32_M=1_s0,Qwen/Qwen2.5-7B,Astro-QA,custom,/workspace/DATASET/Astro-QA/Astro-QA_vllm_custom.jsonl,2.0,0.5,200,1,4096,127.0.0.1,8000,2,1,float16,0
E32_M=2_s0,Qwen/Qwen2.5-7B,Astro-QA,custom,/workspace/DATASET/Astro-QA/Astro-QA_vllm_custom.jsonl,2.0,0.5,200,2,4096,127.0.0.1,8000,2,1,float16,0
E32_M=4_s0,Qwen/Qwen2.5-7B,Astro-QA,custom,/workspace/DATASET/Astro-QA/Astro-QA_vllm_custom.jsonl,2.0,0.5,200,4,4096,127.0.0.1,8000,2,1,float16,0
E33_M=1_s0,Qwen/Qwen2.5-14B,Astro-QA,custom,/workspace/DATASET/Astro-QA/Astro-QA_vllm_custom.jsonl,2.0,0.5,200,1,4096,127.0.0.1,8000,2,1,float16,0
E33_M=2_s0,Qwen/Qwen2.5-14B,Astro-QA,custom,/workspace/DATASET/Astro-QA/Astro-QA_vllm_custom.jsonl,2.0,0.5,200,2,4096,127.0.0.1,8000,2,1,float16,0
E33_M=4_s0,Qwen/Qwen2.5-14B,Astro-QA,custom,/workspace/DATASET/Astro-QA/Astro-QA_vllm_custom.jsonl,2.0,0.5,200,4,4096,127.0.0.1,8000,2,1,float16,0
E34_M=1_s0,Qwen/Qwen2.5-3B,Astro-QA,custom,/workspace/DATASET/Astro-QA/Astro-QA_vllm_custom.jsonl,2.0,0.25,200,1,4096,127.0.0.1,8000,2,1,float16,0
E34_M=1_s1,Qwen/Qwen2.5-3B,Astro-QA,custom,/workspace/DATASET/Astro-QA/Astro-QA_vllm_custom.jsonl,2.0,0.25,200,1,4096,127.0.0.1,8000,2,1,float16,1
E34_M=1_s2,Qwen/Qwen2.5-3B,Astro-QA,custom,/workspace/DATASET/Astro-QA/Astro-QA_vllm_custom.jsonl,2.0,0.25,200,1,4096,127.0.0.1,8000,2,1,float16,2
E34_M=2_s0,Qwen/Qwen2.5-3B,Astro-QA,custom,/workspace/DATASET/Astro-QA/Astro-QA_vllm_custom.jsonl,2.0,0.25,200,2,4096,127.0.0.1,8000,2,1,float16,0
E34_M=2_s1,Qwen/Qwen2.5-3B,Astro-QA,custom,/workspace/DATASET/Astro-QA/Astro-QA_vllm_custom.jsonl,2.0,0.25,200,2,4096,127.0.0.1,8000,2,1,float16,1
E34_M=2_s2,Qwen/Qwen2.5-3B,Astro-QA,custom,/workspace/DATASET/Astro-QA/Astro-QA_vllm_custom.jsonl,2.0,0.25,200,2,4096,127.0.0.1,8000,2,1,float16,2
E34_M=4_s0,Qwen/Qwen2.5-3B,Astro-QA,custom,/workspace/DATASET/Astro-QA/Astro-QA_vllm_custom.jsonl,2.0,0.25,200,4,4096,127.0.0.1,8000,2,1,float16,0
E34_M=4_s1,Qwen/Qwen2.5-3B,Astro-QA,custom,/workspace/DATASET/Astro-QA/Astro-QA_vllm_custom.jsonl,2.0,0.25,200,4,4096,127.0.0.1,8000,2,1,float16,1
E34_M=4_s2,Qwen/Qwen2.5-3B,Astro-QA,custom,/workspace/DATASET/Astro-QA/Astro-QA_vllm_custom.jsonl,2.0,0.25,200,4,4096,127.0.0.1,8000,2,1,float16,2
E35_M=1_s0,Qwen/Qwen2.5-7B,Astro-QA,custom,/workspace/DATASET/Astro-QA/Astro-QA_vllm_custom.jsonl,2.0,0.25,200,1,4096,127.0.0.1,8000,2,1,float16,0
E35_M=1_s1,Qwen/Qwen2.5-7B,Astro-QA,custom,/workspace/DATASET/Astro-QA/Astro-QA_vllm_custom.jsonl,2.0,0.25,200,1,4096,127.0.0.1,8000,2,1,float16,1
E35_M=1_s2,Qwen/Qwen2.5-7B,Astro-QA,custom,/workspace/DATASET/Astro-QA/Astro-QA_vllm_custom.jsonl,2.0,0.25,200,1,4096,127.0.0.1,8000,2,1,float16,2
E35_M=2_s0,Qwen/Qwen2.5-7B,Astro-QA,custom,/workspace/DATASET/Astro-QA/Astro-QA_vllm_custom.jsonl,2.0,0.25,200,2,4096,127.0.0.1,8000,2,1,float16,0
E35_M=2_s1,Qwen/Qwen2.5-7B,Astro-QA,custom,/workspace/DATASET/Astro-QA/Astro-QA_vllm_custom.jsonl,2.0,0.25,200,2,4096,127.0.0.1,8000,2,1,float16,1
E35_M=2_s2,Qwen/Qwen2.5-7B,Astro-QA,custom,/workspace/DATASET/Astro-QA/Astro-QA_vllm_custom.jsonl,2.0,0.25,200,2,4096,127.0.0.1,8000,2,1,float16,2
E35_M=4_s0,Qwen/Qwen2.5-7B,Astro-QA,custom,/workspace/DATASET/Astro-QA/Astro-QA_vllm_custom.jsonl,2.0,0.25,200,4,4096,127.0.0.1,8000,2,1,float16,0
E35_M=4_s1,Qwen/Qwen2.5-7B,Astro-QA,custom,/workspace/DATASET/Astro-QA/Astro-QA_vllm_custom.jsonl,2.0,0.25,200,4,4096,127.0.0.1,8000,2,1,float16,1
E35_M=4_s2,Qwen/Qwen2.5-7B,Astro-QA,custom,/workspace/DATASET/Astro-QA/Astro-QA_vllm_custom.jsonl,2.0,0.25,200,4,4096,127.0.0.1,8000,2,1,float16,2
E36_M=1_s0,Qwen/Qwen2.5-14B,Astro-QA,custom,/workspace/DATASET/Astro-QA/Astro-QA_vllm_custom.jsonl,2.0,0.25,200,1,4096,127.0.0.1,8000,2,1,float16,0
E36_M=1_s1,Qwen/Qwen2.5-14B,Astro-QA,custom,/workspace/DATASET/Astro-QA/Astro-QA_vllm_custom.jsonl,2.0,0.25,200,1,4096,127.0.0.1,8000,2,1,float16,1
E36_M=1_s2,Qwen/Qwen2.5-14B,Astro-QA,custom,/workspace/DATASET/Astro-QA/Astro-QA_vllm_custom.jsonl,2.0,0.25,200,1,4096,127.0.0.1,8000,2,1,float16,2
E36_M=2_s0,Qwen/Qwen2.5-14B,Astro-QA,custom,/workspace/DATASET/Astro-QA/Astro-QA_vllm_custom.jsonl,2.0,0.25,200,2,4096,127.0.0.1,8000,2,1,float16,0
E36_M=2_s1,Qwen/Qwen2.5-14B,Astro-QA,custom,/workspace/DATASET/Astro-QA/Astro-QA_vllm_custom.jsonl,2.0,0.25,200,2,4096,127.0.0.1,8000,2,1,float16,1
E36_M=2_s2,Qwen/Qwen2.5-14B,Astro-QA,custom,/workspace/DATASET/Astro-QA/Astro-QA_vllm_custom.jsonl,2.0,0.25,200,2,4096,127.0.0.1,8000,2,1,float16,2
E36_M=4_s0,Qwen/Qwen2.5-14B,Astro-QA,custom,/workspace/DATASET/Astro-QA/Astro-QA_vllm_custom.jsonl,2.0,0.25,200,4,4096,127.0.0.1,8000,2,1,float16,0
E36_M=4_s1,Qwen/Qwen2.5-14B,Astro-QA,custom,/workspace/DATASET/Astro-QA/Astro-QA_vllm_custom.jsonl,2.0,0.25,200,4,4096,127.0.0.1,8000,2,1,float16,1
E36_M=4_s2,Qwen/Qwen2.5-14B,Astro-QA,custom,/workspace/DATASET/Astro-QA/Astro-QA_vllm_custom.jsonl,2.0,0.25,200,4,4096,127.0.0.1,8000,2,1,float16,2
