run_id,source_run_id,scenario_id,dataset,scenario,model_label,model,request_rate,burstiness,seed,num_prompts,micro_batch,dataset_name,dataset_path,success,failed,duration_s,req_s,out_tok_s,total_tok_s,mean_ttft_ms,p99_ttft_ms,mean_tpot_ms,p99_tpot_ms,mean_itl_ms,p99_itl_ms,pp_makespan_ms,bubble_pct,overlap_pct,idle_pct,avg_power_w,max_power_w,energy_j,energy_per_request_j,energy_per_output_token_j,tokens_per_joule,output_tokens_per_second_per_watt
0001_E04_GovReport-GAO-1K_medium_poisson_3B_qps-auto-medium_burst-1_seed-0_mb-1,0001_E04_GovReport-GAO-1K_medium_poisson_3B_qps-auto-medium_burst-1_seed-0_mb-1,E04,GovReport-GAO-1K,medium_poisson,3B,Qwen/Qwen2.5-3B,2.34179515,1,0,200,1,custom,/workspace/DATASET/vllm_custom/gov_report_gao_1K.jsonl,200,0,107.47634834889323,1.860874537258686,238.1919407691118,2678.1706340227006,1944.1978372912854,3765.3537117689843,428.9646665072325,646.5771468750047,428.9646679210462,1315.9275210928172,,,,,87.67579018058454,140.0,10474.564383745193,52.37282191872597,0.4091626712400466,2.4440157186610074,2.716735603734068
0002_E04_GovReport-GAO-1K_medium_poisson_3B_qps-auto-medium_burst-1_seed-0_mb-2,0002_E04_GovReport-GAO-1K_medium_poisson_3B_qps-auto-medium_burst-1_seed-0_mb-2,E04,GovReport-GAO-1K,medium_poisson,3B,Qwen/Qwen2.5-3B,2.34179515,1,0,200,2,custom,/workspace/DATASET/vllm_custom/gov_report_gao_1K.jsonl,200,0,120.40337725915015,1.6610829741887563,212.6186206961608,2390.630616452458,2170.5132982577197,5121.030524480156,504.1801473918539,686.5329954322926,504.18014925833074,1385.5769405607134,,,,,84.7601420009085,141.0,11071.242223501205,55.35621111750603,0.43247039935551584,2.312296983771002,2.508474097340255
0003_E04_GovReport-GAO-1K_medium_poisson_3B_qps-auto-medium_burst-1_seed-0_mb-4,0003_E04_GovReport-GAO-1K_medium_poisson_3B_qps-auto-medium_burst-1_seed-0_mb-4,E04,GovReport-GAO-1K,medium_poisson,3B,Qwen/Qwen2.5-3B,2.34179515,1,0,200,4,custom,/workspace/DATASET/vllm_custom/gov_report_gao_1K.jsonl,200,0,138.83307854598388,1.4405788742468646,184.39409590359867,2073.2811158160875,2388.3686808426864,5416.399490274489,612.2807150411487,777.1295862318215,612.2807170333539,1303.4043242642651,,,,,91.39458442288814,138.0,13499.566017627716,67.49783008813858,0.5273267975635827,1.8963572581941932,2.017560417479402
0004_E07_GovReport-GAO-1K_high_poisson_3B_qps-auto-high_burst-1_seed-0_mb-1,0004_E07_GovReport-GAO-1K_high_poisson_3B_qps-auto-high_burst-1_seed-0_mb-1,E07,GovReport-GAO-1K,high_poisson,3B,Qwen/Qwen2.5-3B,4.68359029,1,0,200,1,custom,/workspace/DATASET/vllm_custom/gov_report_gao_1K.jsonl,200,0,87.3933291202411,2.2885041914907225,292.9285365108125,3293.615232393448,10023.393619114067,24015.67859219853,406.6295672962479,600.3980880145966,406.62956887933126,1283.8412719545886,,,,,102.12868357727328,153.0,9966.232144117355,49.83116072058678,0.3893059431295842,2.5686738608743522,2.868229827805182
0005_E07_GovReport-GAO-1K_high_poisson_3B_qps-auto-high_burst-1_seed-0_mb-2,0005_E07_GovReport-GAO-1K_high_poisson_3B_qps-auto-high_burst-1_seed-0_mb-2,E07,GovReport-GAO-1K,high_poisson,3B,Qwen/Qwen2.5-3B,4.68359029,1,0,200,2,custom,/workspace/DATASET/vllm_custom/gov_report_gao_1K.jsonl,200,0,106.52302040206268,1.8775284369999636,240.32363993599535,2702.138926530348,13816.717210246716,33257.027151226066,507.2650616444413,711.2270671493688,507.26506311461094,1371.2568159168586,,,,,92.62722741393875,135.0,10769.521845817566,53.84760922908783,0.42068444710224867,2.3770786081781314,2.5945248135520775
0006_E07_GovReport-GAO-1K_high_poisson_3B_qps-auto-high_burst-1_seed-0_mb-4,0006_E07_GovReport-GAO-1K_high_poisson_3B_qps-auto-high_burst-1_seed-0_mb-4,E07,GovReport-GAO-1K,high_poisson,3B,Qwen/Qwen2.5-3B,4.68359029,1,0,200,4,custom,/workspace/DATASET/vllm_custom/gov_report_gao_1K.jsonl,200,0,128.9891385328956,1.5505181465259168,198.46632275531735,2231.5057164800996,15305.05063951714,33907.96783390455,630.8083373046019,801.1942764382266,630.8083389004083,1306.2040847120807,,,,,85.21601859030748,127.0,12176.478343486786,60.88239171743393,0.4756436852924526,2.1024141198997386,2.328979058614351
0007_E05_GovReport-GAO-1K_medium_poisson_7B_qps-auto-medium_burst-1_seed-0_mb-1,0007_E05_GovReport-GAO-1K_medium_poisson_7B_qps-auto-medium_burst-1_seed-0_mb-1,E05,GovReport-GAO-1K,medium_poisson,7B,Qwen/Qwen2.5-7B,1.57015433,1,0,200,1,custom,/workspace/DATASET/vllm_custom/gov_report_gao_1K.jsonl,200,0,158.6370482482016,1.2607395448198357,161.37466173693898,1814.4563529047075,3112.051138097886,5694.726752210407,637.9646202151142,989.8414859793875,637.9646220002286,2050.191431082785,,,,,101.9101677037522,157.0,17419.472997188568,87.09736498594285,0.6804481639526785,1.4696196609467884,1.5834991284289426
0008_E05_GovReport-GAO-1K_medium_poisson_7B_qps-auto-medium_burst-1_seed-0_mb-2,0008_E05_GovReport-GAO-1K_medium_poisson_7B_qps-auto-medium_burst-1_seed-0_mb-2,E05,GovReport-GAO-1K,medium_poisson,7B,Qwen/Qwen2.5-7B,1.57015433,1,0,200,2,custom,/workspace/DATASET/vllm_custom/gov_report_gao_1K.jsonl,200,0,174.031417184975,1.1492177862771953,147.099876643481,1653.9542380101393,3006.979401553981,6254.751267665996,721.2928829185928,1034.7417914986931,721.2928846302648,1983.1311661517248,,,,,105.37334001691843,156.0,19185.95273709297,95.92976368546486,0.7494512787926942,1.3343095519310069,1.3959876057820988
0009_E05_GovReport-GAO-1K_medium_poisson_7B_qps-auto-medium_burst-1_seed-0_mb-4,0009_E05_GovReport-GAO-1K_medium_poisson_7B_qps-auto-medium_burst-1_seed-0_mb-4,E05,GovReport-GAO-1K,medium_poisson,7B,Qwen/Qwen2.5-7B,1.57015433,1,0,200,4,custom,/workspace/DATASET/vllm_custom/gov_report_gao_1K.jsonl,200,0,201.64449624205008,0.9918445766053735,126.95610580548781,1427.4627146504536,2857.826637434773,5931.460420540533,854.0429738413095,1074.190513691425,854.0429756924232,1808.3642194839194,,,,,112.58449708036926,150.0,24235.15049147606,121.1757524573803,0.9466855660732836,1.0563169396865921,1.1276517557729042
0010_E08_GovReport-GAO-1K_high_poisson_7B_qps-auto-high_burst-1_seed-0_mb-1,0010_E08_GovReport-GAO-1K_high_poisson_7B_qps-auto-high_burst-1_seed-0_mb-1,E08,GovReport-GAO-1K,high_poisson,7B,Qwen/Qwen2.5-7B,3.14030866,1,0,200,1,custom,/workspace/DATASET/vllm_custom/gov_report_gao_1K.jsonl,200,0,128.43966616597027,1.557151353395447,199.31537323461723,2241.0522278067274,15207.328523814213,35482.46171564794,592.0752322533,893.2586628863749,592.0752336572504,1837.7316501643509,,,,,116.13097577497244,166.0,15976.042474508286,79.88021237254142,0.6240641591604799,1.6023993451975298,1.716298101385384
