run_id,scenario_id,dataset,scenario,model_label,model,request_rate,burstiness,seed,num_prompts,micro_batch,max_model_len,host,port,pp_size,tp_size,dtype,dataset_name,dataset_path,dataset_extra_args
0060_E13_GovReport-GAO-3.8K_high_poisson_14B_qps-auto-high_burst-1_seed-0_mb-4,E13,GovReport-GAO-3.8K,high_poisson,14B,Qwen/Qwen2.5-14B,auto-high,1,0,200,4,6144,127.0.0.1,8000,2,1,float16,custom,/workspace/DATASET/vllm_custom/gov_report_gao_3.8K.jsonl,--custom-output-len 128 --skip-chat-template
0061_E23_LongBench-QMSum-1K_medium_poisson_3B_qps-auto-medium_burst-1_seed-0_mb-2,E23,LongBench-QMSum-1K,medium_poisson,3B,Qwen/Qwen2.5-3B,auto-medium,1,0,200,2,6144,127.0.0.1,8000,2,1,float16,custom,/workspace/DATASET/vllm_custom/longbench_qmsum_1K.jsonl,--custom-output-len 128 --skip-chat-template
0062_E23_LongBench-QMSum-1K_medium_poisson_3B_qps-auto-medium_burst-1_seed-0_mb-4,E23,LongBench-QMSum-1K,medium_poisson,3B,Qwen/Qwen2.5-3B,auto-medium,1,0,200,4,6144,127.0.0.1,8000,2,1,float16,custom,/workspace/DATASET/vllm_custom/longbench_qmsum_1K.jsonl,--custom-output-len 128 --skip-chat-template
0063_E26_LongBench-QMSum-1K_high_poisson_3B_qps-auto-high_burst-1_seed-0_mb-2,E26,LongBench-QMSum-1K,high_poisson,3B,Qwen/Qwen2.5-3B,auto-high,1,0,200,2,6144,127.0.0.1,8000,2,1,float16,custom,/workspace/DATASET/vllm_custom/longbench_qmsum_1K.jsonl,--custom-output-len 128 --skip-chat-template
0064_E26_LongBench-QMSum-1K_high_poisson_3B_qps-auto-high_burst-1_seed-0_mb-4,E26,LongBench-QMSum-1K,high_poisson,3B,Qwen/Qwen2.5-3B,auto-high,1,0,200,4,6144,127.0.0.1,8000,2,1,float16,custom,/workspace/DATASET/vllm_custom/longbench_qmsum_1K.jsonl,--custom-output-len 128 --skip-chat-template
0065_E24_LongBench-QMSum-1K_medium_poisson_7B_qps-auto-medium_burst-1_seed-0_mb-2,E24,LongBench-QMSum-1K,medium_poisson,7B,Qwen/Qwen2.5-7B,auto-medium,1,0,200,2,6144,127.0.0.1,8000,2,1,float16,custom,/workspace/DATASET/vllm_custom/longbench_qmsum_1K.jsonl,--custom-output-len 128 --skip-chat-template
0066_E24_LongBench-QMSum-1K_medium_poisson_7B_qps-auto-medium_burst-1_seed-0_mb-4,E24,LongBench-QMSum-1K,medium_poisson,7B,Qwen/Qwen2.5-7B,auto-medium,1,0,200,4,6144,127.0.0.1,8000,2,1,float16,custom,/workspace/DATASET/vllm_custom/longbench_qmsum_1K.jsonl,--custom-output-len 128 --skip-chat-template
0067_E27_LongBench-QMSum-1K_high_poisson_7B_qps-auto-high_burst-1_seed-0_mb-2,E27,LongBench-QMSum-1K,high_poisson,7B,Qwen/Qwen2.5-7B,auto-high,1,0,200,2,6144,127.0.0.1,8000,2,1,float16,custom,/workspace/DATASET/vllm_custom/longbench_qmsum_1K.jsonl,--custom-output-len 128 --skip-chat-template
0068_E27_LongBench-QMSum-1K_high_poisson_7B_qps-auto-high_burst-1_seed-0_mb-4,E27,LongBench-QMSum-1K,high_poisson,7B,Qwen/Qwen2.5-7B,auto-high,1,0,200,4,6144,127.0.0.1,8000,2,1,float16,custom,/workspace/DATASET/vllm_custom/longbench_qmsum_1K.jsonl,--custom-output-len 128 --skip-chat-template
0069_E25_LongBench-QMSum-1K_medium_poisson_14B_qps-auto-medium_burst-1_seed-0_mb-2,E25,LongBench-QMSum-1K,medium_poisson,14B,Qwen/Qwen2.5-14B,auto-medium,1,0,200,2,6144,127.0.0.1,8000,2,1,float16,custom,/workspace/DATASET/vllm_custom/longbench_qmsum_1K.jsonl,--custom-output-len 128 --skip-chat-template
0070_E25_LongBench-QMSum-1K_medium_poisson_14B_qps-auto-medium_burst-1_seed-0_mb-4,E25,LongBench-QMSum-1K,medium_poisson,14B,Qwen/Qwen2.5-14B,auto-medium,1,0,200,4,6144,127.0.0.1,8000,2,1,float16,custom,/workspace/DATASET/vllm_custom/longbench_qmsum_1K.jsonl,--custom-output-len 128 --skip-chat-template
0071_E28_LongBench-QMSum-1K_high_poisson_14B_qps-auto-high_burst-1_seed-0_mb-2,E28,LongBench-QMSum-1K,high_poisson,14B,Qwen/Qwen2.5-14B,auto-high,1,0,200,2,6144,127.0.0.1,8000,2,1,float16,custom,/workspace/DATASET/vllm_custom/longbench_qmsum_1K.jsonl,--custom-output-len 128 --skip-chat-template
